obs_id,usable,ourSpeciesID,dorsalImage,lateralImage,Possible
observation_154215756,TRUE ,CW,154215756_1.jpg,154215756_3.jpg,FALSE
observation_154292674,FALSE,NA,,,FALSE
observation_154349514,FALSE ,NA ,,,TRUE
observation_154574803,FALSE ,NA,,,FALSE
observation_154729441,TRUE ,CW,154729441_5.jpg,154729441_4.jpg,FALSE
observation_154742395,FALSE ,NA,,,FALSE
observation_154930443,TRUE ,CW,154930443_1.jpg,154930443_2.jpg,FALSE
observation_155157330,FALSE ,NA,,,FALSE
observation_155233637,TRUE ,CW,155233637_1.jpg,155233637_1.jpg,FALSE
observation_155267833,TRUE ,CW,155267833_2.jpg,155267833_1.jpg,FALSE
observation_155279701,FALSE ,NA,,,FALSE
observation_155376223,TRUE ,CW,155376223_1.jpg,155376223_2.jpg,FALSE
observation_155597925,FALSE ,NA,,,FALSE
observation_155598253,FALSE ,NA,,,FALSE
observation_155619572,FALSE ,NA,,,FALSE
observation_155678681,TRUE ,CW,155678681_1.jpg,155678681_2.jpg,FALSE
observation_155738447,FALSE ,NA,,,FALSE
observation_155744419,FALSE ,NA,,,FALSE
observation_155845877,FALSE ,NA,,,FALSE
observation_156299125,FALSE ,NA,,,FALSE
observation_156621944,FALSE ,NA,,,FALSE
observation_156642970,FALSE ,NA,,,FALSE
observation_156902299,FALSE ,NA,,,TRUE
observation_156956380,FALSE ,NA,,,FALSE
observation_156967782,TRUE ,CW,156967782_3.jpg,156967782_3.jpg,FALSE
observation_156968207,FALSE ,NA,,,FALSE
observation_156968271,FALSE ,NA,,,FALSE
observation_158117511,TRUE ,CW,158117511_1.jpg,158117511_2.jpg,FALSE
observation_158210747,FALSE ,NA,,,FALSE
observation_158346973,TRUE ,CW,158346973_1.jpg,158346973_2.jpg,FALSE
observation_158653479,FALSE ,NA,,,FALSE
observation_158809971,TRUE ,CW,158809971_2.jpg,158809971_1.jpg,FALSE
observation_158927551,TRUE ,CW,158927551_3.jpg,158927551_1.jpg,FALSE
observation_158927553,TRUE ,CW,158927553_2.jpg,158927553_1.jpg,FALSE
observation_159179017,FALSE ,NA,,,FALSE
observation_159237365,TRUE ,CW,159237365_2.jpg,159237365_3.jpg,FALSE
observation_159332255,FALSE ,NA,,,FALSE
observation_159430802,TRUE ,CW,159430802_1.jpg,159430802_2.jpg,FALSE
observation_159537843,FALSE ,NA,,,FALSE
observation_159551263,TRUE ,CW,159551263_2.jpg,159551263_1.jpg,FALSE
observation_160145860,FALSE ,NA,,,FALSE
observation_160791556,TRUE ,CW,160791556_2.jpg,160791556_1.jpg,FALSE
observation_160795837,FALSE ,NA,,,FALSE
observation_161017051,TRUE ,CW,161017051_2.jpg,161017051_4.jpg,FALSE
observation_161220015,FALSE ,NA,,,FALSE
observation_161808841,FALSE ,NA,,,FALSE
observation_161919893,FALSE ,NA,,,FALSE
observation_162729835,TRUE ,CW,162729835_1.jpg,162729835_2.jpg,TRUE
observation_163019740,FALSE ,NA,,,FALSE
observation_163754689,FALSE ,NA,,,FALSE
observation_164117175,TRUE ,CW,164117175_1.jpg,164117175_2.jpg,FALSE
observation_164682202,FALSE ,NA,,,FALSE
observation_165614503,FALSE ,NA,,,FALSE
observation_167141550,TRUE ,CW,167141550_1.jpg,167141550_2.jpg,FALSE
observation_17818628,FALSE ,NA,,,TRUE
observation_178987632,TRUE ,CW,178987632_1.jpg,178987632_2.jpg,FALSE
observation_18480859,TRUE ,CW,18480859_1.jpg,18480859_2.jpg,FALSE
observation_18781216,FALSE ,NA,,,FALSE
observation_189588783,TRUE ,CW,189588783_2.jpg,189588783_3.jpg,FALSE
observation_190732253,TRUE ,CW,190732253_2.jpg,190732253_3.jpg,FALSE
observation_19081754,TRUE ,CW,19081754_1.jpg,19081754_3.jpg,FALSE
observation_191193805,FALSE ,NA,,,FALSE
observation_19272141,FALSE ,NA,,,FALSE
observation_19340030,FALSE ,NA,,,FALSE
observation_19392974,FALSE ,NA,,,FALSE
observation_193979794,FALSE ,NA,,,FALSE
observation_194313879,TRUE ,CW,194313879_1.jpg,194313879_2.jpg,FALSE
observation_19501130,FALSE ,NA,,,FALSE
observation_19501131,FALSE ,NA,,,FALSE
observation_19501134,FALSE ,NA,,,FALSE
observation_19501136,FALSE ,NA,,,FALSE
observation_19521972,FALSE ,NA,,,FALSE
observation_19528964,FALSE ,NA,,,FALSE
observation_19532999,FALSE ,NA,,,FALSE
observation_19533000,FALSE ,NA,,,FALSE
observation_19555756,FALSE ,NA,,,TRUE
observation_19563040,FALSE ,NA,,,FALSE
observation_19563041,FALSE ,NA,,,FALSE
observation_19563043,TRUE ,CW,19563043_2.jpg,19563043_1.jpg,FALSE
observation_19582249,FALSE ,NA,,,FALSE
observation_19646106,FALSE ,NA,,,FALSE
observation_19665706,FALSE ,NA,,,FALSE
observation_19667429,FALSE ,NA,,,FALSE
observation_19793296,TRUE ,CW,19793296_1.jpg,19793296_2.jpg,FALSE
observation_19852060,FALSE ,NA,,,FALSE
observation_19852262,FALSE ,NA,,,FALSE
observation_19888497,TRUE ,CW,19888497_1.jpg,19888497_3.jpg,FALSE
observation_19896728,FALSE ,NA,,,FALSE
observation_19915669,TRUE ,CW,19915669_1.jpg,19915669_3.jpg,FALSE
observation_19923517,FALSE ,NA,,,FALSE
observation_199321698,FALSE ,NA,,,FALSE
observation_19963452,FALSE ,NA,,,TRUE
observation_19977601,FALSE ,NA,,,FALSE
observation_19978266,FALSE ,NA,,,FALSE
observation_19979427,FALSE ,NA,,,FALSE
observation_199915795,FALSE ,NA,,,FALSE
observation_19994401,FALSE ,NA,,,FALSE
observation_19994486,FALSE ,NA,,,FALSE
observation_19994928,FALSE ,NA,,,FALSE
observation_19999359,FALSE ,NA,,,FALSE
observation_200219947,FALSE ,NA,,,FALSE
observation_200221832,FALSE ,NA,,,FALSE
observation_20023674,FALSE ,NA,,,FALSE
observation_20040487,TRUE ,CW,20040487_4.jpg,20040487_1.jpg,FALSE
observation_20042079,FALSE ,NA,,,FALSE
observation_20084581,FALSE ,NA,,,FALSE
observation_201326726,FALSE ,NA,,,FALSE
observation_201534217,FALSE ,NA,,,FALSE
observation_201747845,TRUE ,CW,201747845_4.jpg,201747845_1.jpg,FALSE
observation_201816493,FALSE ,NA,,,FALSE
observation_20196027,TRUE ,CW,201747845_2.jpg,201747845_1.jpg,FALSE
observation_202012611,FALSE ,NA,,,FALSE
observation_202018048,FALSE ,NA,,,FALSE
observation_20214823,FALSE ,NA,,,FALSE
observation_202263682,FALSE ,NA,,,FALSE
observation_202299354,TRUE ,CW,202299354_2.jpg,202299354_3.jpg,FALSE
observation_202329862,FALSE ,NA,,,FALSE
observation_202350994,TRUE ,CW,202350994_2.jpg,202350994_3.jpg,FALSE
observation_20237795,FALSE ,NA,,,FALSE
observation_20242470,TRUE ,CW,20242470_1.jpg,20242470_2.jpg,FALSE
observation_20243953,FALSE ,NA,,,FALSE
observation_20253242,TRUE ,CW,20253242_2.jpg,20253242_1.jpg,FALSE
observation_202734466,FALSE ,NA,,,FALSE
observation_202765766,FALSE ,NA,,,TRUE
observation_202850308,TRUE ,CW,202850308_1.jpg,202850308_2.jpg,FALSE
observation_202900677,TRUE ,CW,202900677_1.jpg,202900677_2.jpg,FALSE
observation_202945599,FALSE ,NA,,,FALSE
observation_202967387,FALSE ,NA,,,TRUE
observation_202981721,TRUE ,CW,202981721_2.jpg,202981721_1.jpg,FALSE
observation_202984091,TRUE ,CW,202984091_1.jpg,202984091_2.jpg,FALSE
observation_203063594,FALSE ,NA,,,FALSE
observation_203068638,TRUE ,CW,203068638_2.jpg,203068638_1.jpg,FALSE
observation_203069180,FALSE ,NA,,,FALSE
observation_203104781,TRUE ,CW,203104781_2.jpg,203104781_3.jpg,TRUE
observation_203163714,FALSE ,NA,,,FALSE
observation_203163725,TRUE ,CW,203163725_1.jpg,203163725_2.jpg,FALSE
observation_203164505,TRUE ,CW,203164505_1.jpg,203164505_2.jpg,FALSE
observation_203164834,FALSE ,NA,,,FALSE
observation_203165735,FALSE ,NA,,,FALSE
observation_203286923,TRUE ,CW,203286923_1.jpg,203286923_2.jpg,FALSE
observation_203288194,TRUE ,CW,203288194_2.jpg,203288194_1.jpg,FALSE
observation_203351879,TRUE ,CW,203351879_3.jpg,203351879_2.jpg,FALSE
observation_203364467,FALSE ,NA,,,FALSE
observation_203470364,FALSE ,NA,,,FALSE
observation_203473252,FALSE ,NA,,,FALSE
observation_20349054,FALSE ,NA,,,FALSE
observation_203554140,FALSE ,NA,,,FALSE
observation_203629417,TRUE ,CW,203629417_1.jpg,203629417_2.jpg,FALSE
observation_203681573,FALSE ,NA,,,TRUE
observation_203687978,FALSE ,NA,,,FALSE
observation_203781798,FALSE ,NA,,,FALSE
observation_203951205,FALSE ,NA,,,FALSE
observation_203951906,TRUE ,CW,203951906_1.jpg,203951906_2.jpg,FALSE
observation_203953722,TRUE ,CW,203953722_1.jpg,203953722_2.jpg,FALSE
observation_203973192,TRUE ,CW,203973192_3.jpg,203973192_1.jpg,FALSE
observation_204057409,FALSE ,NA,,,FALSE
observation_204112723,TRUE ,CW,204112723_2.jpg,204112723_3.jpg,FALSE
observation_204116389,FALSE ,NA,,,
observation_204155838,FALSE ,NA,,,
observation_204160428,FALSE ,NA,,,
observation_204185126,TRUE ,CW,204185126_1.jpg,204185126_3.jpg,
observation_204198216,FALSE ,NA,,,
observation_204220573,TRUE ,CW,204220573_1.jpg,204220573_2.jpg,
observation_204290767,FALSE ,NA,,,
observation_204291814,FALSE ,NA,,,
observation_204303798,TRUE ,CW,204303798_1.jpg,204303798_2.jpg,TRUE
observation_204353149,FALSE ,NA,,,
observation_204401203,FALSE ,NA,,,
observation_204555040,TRUE ,CW,204555040_1.jpg,204555040_2.jpg,TRUE
observation_204582082,FALSE ,NA,,,
observation_204623928,TRUE ,CW,204623928_2.jpg,204623928_1.jpg,TRUE
observation_204624539,TRUE ,CW,204624539_1.jpg,204624539_2.jpg,TRUE
observation_204625756,TRUE ,CW,204625756_1.jpg,204625756_2.jpg,TRUE
observation_20466694,FALSE ,NA,,,
observation_204735557,FALSE ,NA,,,
observation_204771063,FALSE ,NA,,,
observation_204846473,FALSE ,NA,,,
observation_204961344,FALSE ,NA,,,
observation_204961485,FALSE ,NA,,,
observation_204970309,FALSE ,NA,,,
observation_205001244,FALSE ,NA,,,
observation_205019272,FALSE ,NA,,,
observation_205020365,FALSE ,NA,,,
observation_205021419,FALSE ,NA,,,
observation_205026984,FALSE ,NA,,,
observation_205032973,FALSE ,NA,,,
observation_205036651,FALSE ,NA,,,
observation_205106749,FALSE ,NA,,,
observation_205108132,FALSE ,NA,,,
observation_205110617,FALSE ,NA,,,
observation_205111049,FALSE ,NA,,,
observation_205141152,TRUE ,CW,205141152_1.jpg,205141152_2.jpg,
observation_205169918,FALSE ,NA,,,
observation_205191936,FALSE ,NA,,,
observation_20519625,FALSE ,NA,,,
observation_205284509,TRUE ,CW,205284509_2.jpg,205284509_3.jpg,
observation_205284512,TRUE ,CW,205284512_2.jpg,205284512_4.jpg,
observation_205284513,TRUE ,CW,205284513_2.jpg,205284513_3.jpg,
observation_205285339,FALSE ,NA,,,
observation_205298852,TRUE ,CW,205298852_1.jpg,205298852_2.jpg,
observation_205315795,FALSE ,NA,,,
observation_205316952,TRUE ,CW,205316952_3.jpg,205316952_2.jpg,TRUE
observation_205323551,TRUE ,CW,205323551_2.jpg,205323551_1.jpg,TRUE
observation_205333055,TRUE ,CW,205333055_1.jpg,205333055_2.jpg,
observation_20534137,FALSE ,NA,,,
observation_205401514,FALSE ,NA,,,
observation_205448869,TRUE ,CW,205448869_1.jpg,205448869_2.jpg,TRUE
observation_205450556,TRUE ,CW,205450556_1.jpg,205450556_2.jpg,TRUE
observation_20545524,TRUE ,CW,20545524_1.jpg,20545524_1.jpg,
observation_205541022,FALSE ,NA,,,
observation_205558543,TRUE ,CW,205558543_2.jpg,205558543_1.jpg,
observation_205742734,FALSE ,NA,,,
observation_205767184,TRUE ,CW,205767184_1.jpg,205767184_2.jpg,TRUE
observation_205812078,FALSE ,NA,,,
observation_205959962,FALSE ,NA,,,
observation_205963827,FALSE ,NA,,,
observation_206144766,TRUE ,CW,206144766_1.jpg,206144766_2.jpg,TRUE
observation_206234953,FALSE ,NA,,,
observation_206300854,FALSE ,NA,,,
observation_206362906,FALSE ,NA,,,
observation_206364814,FALSE ,NA,,,
observation_206459004,TRUE ,CW,206459004_1.jpg,206459004_2.jpg,TRUE
observation_206550348,FALSE ,NA,,,
observation_20744913,TRUE ,CW,20744913_2.jpg,20744913_1.jpg,TRUE
observation_20747020,FALSE ,NA,,,
observation_20756860,FALSE ,NA,,,
observation_20892860,FALSE ,NA,,,
observation_20899989,FALSE ,NA,,,
observation_20917073,TRUE ,CW,20917073_1.jpg,20917073_3.jpg,TRUE
observation_20925587,TRUE ,CW,20925587_2.jpg,20925587_1.jpg,
observation_20935409,FALSE ,NA,,,
observation_20963964,FALSE ,NA,,,
observation_20982400,FALSE ,NA,,,
observation_20982847,FALSE ,NA,,,
observation_20983402,TRUE ,CW,20983402_1.jpg,20983402_2.jpg,
observation_20985092,TRUE ,CW,20985092_1.jpg,20985092_2.jpg,
observation_20986435,FALSE ,NA,,,
observation_21000546,FALSE ,NA,,,
observation_21000547,FALSE ,NA,,,
observation_21000551,TRUE ,CW,21000551_1.jpg,21000551_2.jpg,TRUE
observation_21004478,TRUE ,CW,21004478_1.jpg,21004478_2.jpg,
observation_21016114,FALSE ,NA,,,
observation_21016117,FALSE ,NA,,,
observation_21016224,FALSE ,NA,,,
observation_21102414,FALSE ,NA,,,
observation_21102480,FALSE ,NA,,,
observation_21115974,FALSE ,NA,,,
observation_21121051,FALSE ,NA,,,
observation_21125626,FALSE ,NA,,,
observation_21126715,TRUE ,CW,21126715_1.jpg,21126715_2.jpg,
observation_21138175,FALSE ,NA,,,
observation_21198076,FALSE ,NA,,,
observation_21203243,FALSE ,NA,,,
observation_21204848,FALSE ,NA,,,
observation_21220586,FALSE ,NA,,,
observation_21220616,FALSE ,NA,,,
observation_21220620,FALSE ,NA,,,
observation_21221126,TRUE ,CW,21221126_1.jpg,21221126_1.jpg,TRUE
observation_21267844,FALSE ,NA,,,
observation_21300099,FALSE ,NA,,,
observation_21300102,FALSE ,NA,,,
observation_21370720,TRUE ,CW,21370720_1.jpg,21370720_2.jpg,
observation_21374774,FALSE ,NA,,,
observation_21433987,TRUE ,CW,21433987_2.jpg,21433987_1.jpg,
observation_21435608,TRUE ,CW,21435608_1.jpg,21435608_3.jpg,
observation_21461484,TRUE ,CW,21461484_2.jpg,21461484_2.jpg,TRUE
observation_21533855,FALSE ,NA,,,
observation_21536827,TRUE ,CW,21536827_1.jpg,21536827_2.jpg,
observation_21558357,TRUE ,CW,21558357_1.jpg,21558357_2.jpg,
observation_21566152,TRUE ,CW,21566152_1.jpg,21566152_1.jpg,TRUE
observation_21655088,FALSE ,NA,,,
observation_21663411,FALSE ,NA,,,
observation_21790736,FALSE ,NA,,,
observation_21803965,FALSE ,NA,,,
observation_21838648,FALSE ,NA,,,
observation_21871420,FALSE ,NA,,,
observation_21883289,FALSE ,NA,,,
observation_21957715,FALSE ,NA,,,
observation_22115355,TRUE ,CW,22115355_2.jpg,22115355_1.jpg,
observation_22372130,FALSE ,NA,,,
observation_22384040,FALSE ,NA,,,
observation_22566719,TRUE ,CW,22566719_1.jpg,22566719_2.jpg,
observation_22639788,FALSE ,NA,,,
observation_22686397,FALSE ,NA,,,
observation_24762373,TRUE ,CW,24762373_1.jpg,24762373_3.jpg,
observation_25345194,FALSE ,NA,,,
observation_25878742,FALSE ,NA,,,
observation_25915271,FALSE ,NA,,,
observation_25975544,FALSE ,NA,,,
observation_25975545,FALSE ,NA,,,
observation_28427082,FALSE ,NA,,,
observation_28427085,FALSE ,NA,,,
observation_28427086,TRUE ,CW,28427086_1.jpg,28427086_2.jpg,
observation_2846226,FALSE ,NA,,,
observation_2907695,FALSE ,NA,,,
observation_32475048,TRUE ,CW,32475048_1.jpg,32475048_2.jpg,
observation_32475049,TRUE ,CW,32475049_1.jpg,32475049_2.jpg,
observation_32882992,TRUE ,CW,32882992_1.jpg,32882992_2.jpg,TRUE
observation_32882993,TRUE ,CW,32882993_1.jpg,32882993_2.jpg,TRUE
observation_32973073,TRUE ,CW,32973073_1.jpg,32973073_2.jpg,
observation_33058793,FALSE ,NA,,,
observation_33058794,TRUE ,CW,33058794_1.jpg,33058794_2.jpg,TRUE
observation_33058799,TRUE ,CW,33058799_1.jpg,33058799_2.jpg,TRUE
observation_35436981,FALSE ,NA,,,
observation_35519003,FALSE ,NA,,,
observation_37111175,TRUE ,CW,37111175_2.jpg,37111175_2.jpg,TRUE
observation_3749918,TRUE ,CW,3749918_1.jpg,3749918_1.jpg,TRUE
observation_38248630,FALSE ,NA,,,
observation_38248677,FALSE ,NA,,,
observation_38375177,TRUE ,CW,38375177_1.jpg,38375177_2.jpg,
observation_38411474,FALSE ,NA,,,
observation_38412087,FALSE ,NA,,,
observation_38798089,FALSE ,NA,,,
observation_38909320,FALSE ,NA,,,
observation_38920785,FALSE ,NA,,,
observation_39056455,TRUE ,CW,39056455_1.jpg,39056455_2.jpg,TRUE
observation_39056936,TRUE ,CW,39056936_1.jpg,39056936_2.jpg,TRUE
observation_39059596,TRUE ,CW,39059596_1.jpg,39059596_2.jpg,
observation_39061647,TRUE ,CW,39061647_3.jpg,39061647_2.jpg,TRUE
observation_39182683,FALSE ,NA,,,
observation_39294667,FALSE ,NA,,,
observation_39377801,FALSE ,NA,,,
observation_39377809,FALSE ,NA,,,
observation_39380484,FALSE ,NA,,,
observation_39382853,FALSE ,NA,,,
observation_39392471,FALSE ,NA,,,
observation_39503544,TRUE ,CW,39503544_1.jpg,39503544_2.jpg,
observation_39522262,FALSE ,NA,,,
observation_39560067,FALSE ,NA,,,
observation_39580421,FALSE ,NA,,,
observation_39599914,TRUE ,CW,39599914_2.jpg,39599914_1.jpg,
observation_39609688,TRUE ,CW,39609688_1.jpg,39609688_2.jpg,
observation_39610165,TRUE ,CW,39610165_1.jpg,39610165_2.jpg,TRUE
observation_39610633,FALSE ,NA,,,
observation_39621158,FALSE ,NA,,,
observation_39634001,TRUE ,CW,39634001_1.jpg,39634001_2.jpg,
observation_39663749,TRUE ,CW,39663749_1.jpg,39663749_3.jpg,
observation_39664316,TRUE ,CW,39664316_1.jpg,39664316_2.jpg,TRUE
observation_39743403,FALSE ,NA,,,
observation_39769602,TRUE ,CW,39769602_1.jpg,39769602_3.jpg,
observation_39811427,FALSE ,NA,,,
observation_39901397,FALSE ,NA,,,
observation_40011120,FALSE ,NA,,,
observation_40034749,FALSE ,NA,,,
observation_40039643,FALSE ,NA,,,
observation_40046378,TRUE ,CW,40046378_3.jpg,40046378_2.jpg,TRUE
observation_40091050,FALSE ,NA,,,
observation_40093484,FALSE ,NA,,,
observation_40106670,TRUE ,CW,40106670_1.jpg,40106670_3.jpg,
observation_40153303,TRUE ,CW,40153303_1.jpg,40153303_3.jpg,
observation_40251899,TRUE ,CW,40251899_1.jpg,40251899_2.jpg,
observation_40263784,TRUE ,CW,40263784_2.jpg,40263784_1.jpg,
observation_40269037,FALSE ,NA,,,
observation_40269599,FALSE ,NA,,,
observation_40322846,FALSE ,NA,,,
observation_40400117,FALSE ,NA,,,
observation_40610679,FALSE ,NA,,,
observation_40657392,TRUE ,CW,40657392_1.jpg,40657392_2.jpg,TRUE
observation_40657763,FALSE ,NA,,,
observation_40677677,FALSE ,NA,,,
observation_40725486,FALSE ,NA,,,
observation_40737771,FALSE ,NA,,,
observation_40760907,FALSE ,NA,,,
observation_40906449,FALSE ,NA,,,
observation_40906461,TRUE ,CW,40906461_1.jpg,40906461_2.jpg,TRUE
observation_41078443,TRUE ,CW,41078443_1.jpg,41078443_2.jpg,
observation_41079691,FALSE ,NA,,,
observation_41081288,FALSE ,NA,,,
observation_41081299,FALSE ,NA,,,
observation_41081300,FALSE ,NA,,,
observation_41085189,FALSE ,NA,,,
observation_41144230,TRUE ,CW,41144230_1.jpg,41144230_2.jpg,
observation_41153574,FALSE ,NA,,,
observation_41161659,TRUE ,CW,41161659_3.jpg,41161659_2.jpg,
observation_41164665,TRUE ,CW,41164665_2.jpg,41164665_1.jpg,
observation_41340463,TRUE ,CW,41340463_1.jpg,41340463_2.jpg,
observation_41396995,TRUE ,CW,41396995_1.jpg,41396995_2.jpg,
observation_41404922,TRUE ,CW,41404922_1.jpg,41404922_2.jpg,
observation_41418155,TRUE ,CW,41418155_2.jpg,41418155_1.jpg,
observation_41502797,TRUE ,CW,41502797_3.jpg,41502797_2.jpg,
observation_41534952,TRUE ,CW,41534952_2.jpg,41534952_3.jpg,
observation_41535634,TRUE ,CW,41535634_3.jpg,41535634_4.jpg,
observation_41552679,FALSE ,NA,,,
observation_41643776,FALSE ,NA,,,
observation_41658548,TRUE ,CW,41658548_3.jpg,41658548_1.jpg,
observation_41673025,TRUE ,CW,41673025_2.jpg,41673025_1.jpg,
observation_41728991,FALSE ,NA,,,
observation_41789604,FALSE ,NA,,,
